tr,60255
tx,60255
fm,58884
tm,58884
bt,57543
cp,57543
dm,57543
ir,57543
ee,56234
fe,56234
ki,56234
pl,56234
xx,56234
gi,54954
bs,53703
hq,53703
mn,53703
cf,52480
hu,52480
ie,51286
ut,51286
db,50118
pe,50118
av,48977
ia,48977
og,48977
dl,47863
ko,47863
ls,47863
ot,47863
tb,47863
xp,47863
cl,46773
ml,46773
om,46773
tt,46773
ty,46773
vp,46773
ji,45708
ke,45708
ni,45708
sl,45708
wh,45708
cb,44668
jp,44668
nm,44668
rc,44668
sw,44668
az,43651
ky,43651
mu,43651
sb,43651
sm,43651
fo,42657
ku,42657
uv,42657
aj,41686
rb,41686
kb,40738
mw,40738
ro,40738
cv,39810
dt,39810
td,39810
tn,39810
yr,39810
ev,38904
gs,38904
ic,38904
io,38904
lg,38904
rn,38904
ur,38904
ox,38018
xi,38018
ak,37153
cj,37153
cr,37153
dp,37153
ec,37153
np,37153
rm,37153
xl,37153
yi,37153
mj,36307
nw,36307
ow,36307
ri,36307
ts,36307
ci,35481
hk,35481
nu,35481
rp,35481
ui,35481
bb,34673
bu,34673
hs,34673
jd,34673
mk,34673
rf,34673
uc,34673
ks,33884
vc,33884
ae,33113
pd,33113
qu,33113
ew,32359
ld,32359
mx,32359
rv,32359
sq,32359
cw,31622
hc,31622
jj,31622
tf,30902
dh,30199
eg,30199
tc,30199
nh,29512
pf,29512
nk,28840
nl,28840
ns,28840
gc,28183
gr,28183
ju,28183
oc,28183
od,28183
sg,27542
dw,26915
hb,26915
sk,26915
fs,26302
vt,26302
jc,25703
wc,25703
ao,25118
cg,25118
ib,25118
pk,25118
ei,24547
pb,24547
mf,23988
ob,23988
wr,23988
gl,23442
jb,23442
nb,23442
tl,23442
gt,22908
lf,22908
nv,22908
rr,22908
kc,22387
oj,22387
pj,22387
uw,22387
vu,22387
hz,21877
pu,21877
bk,21379
bm,21379
ru,21379
tj,21379
ck,20892
ef,20892
gd,20892
lc,20892
mh,20892
wb,20892
ze,20892
sy,20417
bd,19952
rl,19952
tp,19952
ua,19952
bf,19498
df,19498
dg,19498
eb,19498
ig,19498
ix,19498
ud,19498
lm,19054
nr,19054
ax,18620
cu,18620
dk,18620
tk,18620
wp,18620
ws,18620
kr,18197
ey,17782
ln,17782
bg,17378
ht,17378
dv,16982
gu,16982
hg,16982
jk,16982
js,16982
oa,16982
qc,16982
qi,16982
gf,16595
bl,16218
gw,16218
lv,16218
ly,16218
rg,15848
pv,15488
cn,15135
cy,15135
kh,15135
wm,15135
hl,14791
sv,14791
bw,14454
dx,14454
qa,14454
ul,14454
ez,14125
fb,14125
fg,14125
oy,14125
rh,14125
sj,14125
wd,14125
gk,13803
jt,13803
qt,13803
gh,13489
ik,13489
eq,13182
hy,13182
ww,13182
fn,12882
hh,12882
kt,12882
ej,12589
iu,12589
mv,12589
tg,12589
vb,12589
rw,12302
fd,12022
fp,12022
fw,12022
iz,12022
vw,11748
za,11748
bh,11481
ry,11481
vr,11481
aq,11220
kk,11220
vm,10964
bj,10715
kn,10715
kw,10471
ov,10471
sn,10471
xs,10471
jw,10232
gg,10000
kd,10000
ek,9549
rx,9549
ys,9549
lr,9332
uf,9332
wg,9332
zu,9332
fx,9120
oe,9120
zi,9120
jg,8912
nf,8912
vv,8912
xc,8912
bn,8709
kl,8709
lh,8709
xo,8709
dn,8511
dy,8511
wt,8511
xm,8511
cx,8317
fh,8317
fy,8317
rj,8317
hf,8128
jl,8128
pw,8128
vg,8128
vo,8128
xd,8128
xu,8128
jv,7943
xy,7943
cq,7585
kj,7585
kp,7585
qr,7585
qs,7585
nn,7413
ub,7413
lw,7079
lj,6918
ug,6918
vl,6918
hw,6760
pq,6606
zs,6606
fk,6456
xt,6456
yn,6456
ue,6309
vn,6309
zz,6309
bv,6165
fv,6025
xv,6025
cz,5888
dq,5888
eo,5888
tw,5888
wk,5888
lk,5495
wv,5495
zo,5495
qe,5370
sx,5370
vd,5370
yd,5128
gq,5011
wf,5011
lx,4897
xe,4786
gn,4677
yt,4677
ux,4570
gj,4466
rk,4466
vk,4466
sz,4365
px,4265
uu,4265
kf,4168
kv,4168
dz,4073
gv,4073
gy,4073
nx,4073
vf,4073
hn,3981
xb,3981
jm,3890
py,3890
iw,3801
wl,3801
hv,3715
qm,3715
yg,3715
qb,3548
hj,3467
qp,3388
vz,3388
wy,3388
lz,3311
uo,3311
xr,3311
bx,3235
uy,3235
fj,3162
wn,3019
ih,2951
jf,2951
lq,2951
qd,2951
qq,2951
vx,2951
pn,2884
pz,2818
tz,2754
vy,2754
qf,2691
xj,2691
jh,2630
xf,2630
bq,2570
jn,2511
kz,2511
ij,2454
yj,2398
bz,2344
tq,2344
yk,2344
yy,2344
mq,2290
ql,2290
zt,2238
uj,2187
vh,2187
nq,2089
hx,1995
yw,1995
gz,1949
gx,1905
vj,1819
qw,1778
fz,1737
yh,1737
zx,1737
mz,1698
kq,1659
rq,1621
rz,1621
wz,1621
zr,1621
wj,1584
ym,1513
wx,1479
uq,1445
xa,1445
yp,1445
zm,1445
jx,1380
kx,1380
xk,1380
xz,1318
zh,1318
zj,1288
xg,1230
yc,1230
fq,1202
iy,1202
qh,1202
jq,1148
wq,1096
xh,1047
yb,1047
zb,1047
qo,1023
oq,1000
uz,977
xn,977
yz,954
yl,933
zk,933
jy,912
zg,912
zl,912
zw,912
yf,891
zy,870
qx,851
zf,812
zp,812
qj,741
jz,660
vq,645
zc,645
qv,588
zn,588
zd,562
qg,512
yv,478
xw,467
qk,436
qn,426
qz,398
xq,363
zv,346
zq,338
qy,301
yq,269
yx,257
